id,created_at,direction,command,text,success,error
62,2026-07-13T15:42:46.623052+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:42
시장=해외
종목=CRAN
동작=주문거부
가격=$10.2000
수량=-
지표=RSI 46.6, 거래량 5.0x, 분봉 상방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
63,2026-07-13T15:43:05.280479+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:42
시장=해외
종목=CRAN
동작=주문거부
가격=$10.2000
수량=-
지표=RSI 46.6, 거래량 5.0x, 분봉 상방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
64,2026-07-13T15:43:26.225082+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:43
시장=해외
종목=CRAN
동작=주문거부
가격=$10.2000
수량=-
지표=RSI 46.6, 거래량 5.0x, 분봉 상방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
65,2026-07-13T15:43:53.016934+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:43
시장=해외
종목=CRAN
동작=주문거부
가격=$10.2000
수량=-
지표=RSI 46.6, 거래량 5.0x, 분봉 상방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
66,2026-07-13T15:44:12.285586+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:43
시장=해외
종목=CRAN
동작=주문거부
가격=$10.2000
수량=-
지표=RSI 46.6, 거래량 5.0x, 분봉 상방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
67,2026-07-13T15:44:32.413603+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:44
시장=해외
종목=CRAN
동작=주문거부
가격=$10.2000
수량=-
지표=RSI 46.6, 거래량 5.0x, 분봉 상방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
68,2026-07-13T15:58:46.961551+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:58
시장=해외
종목=TCBK
동작=주문거부
가격=$59.2400
수량=-
지표=RSI 61.6, 거래량 7.1x, 분봉 하방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
69,2026-07-13T15:59:06.206226+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:58
시장=해외
종목=TCBK
동작=주문거부
가격=$59.1600
수량=-
지표=RSI 61.6, 거래량 7.1x, 분봉 하방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
70,2026-07-13T15:59:26.282393+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:59
시장=해외
종목=TCBK
동작=주문거부
가격=$59.2400
수량=-
지표=RSI 61.6, 거래량 7.1x, 분봉 하방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
71,2026-07-13T15:59:52.285615+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:59
시장=해외
종목=TCBK
동작=주문거부
가격=$59.2400
수량=-
지표=RSI 61.8, 거래량 7.2x, 분봉 하방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
72,2026-07-13T16:00:10.178018+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:59
시장=해외
종목=TCBK
동작=주문거부
가격=$59.2400
수량=-
지표=RSI 61.8, 거래량 7.2x, 분봉 하방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
73,2026-07-13T16:00:13.355566+00:00,sent,,"⏰ [자동 relist 알림] 01:00 KST
현재 감시 풀: 11종목
교체: /lab_relist PLTR NVDA AMD ...
유지: 무시",1,
